case_id,transaction_amount,customer_order_count,previous_refunds,previous_disputes,delivery_confirmed,delivery_delay_days,dispute_delay_days,customer_avg_order_value,communication_count,refund_amount_ratio,payment_failures,evidence_items_available,evidence_items_missing,dispute_reason,contest_success
CASE-0291,6058.72,12,2,2,1,9,27,5888.91,2,0.079,0,5,1,item_not_received,1
CASE-0292,1779.86,15,0,0,1,0,25,2683.16,14,0.062,0,5,1,unauthorized,1
CASE-0293,523.38,3,0,2,1,0,71,846.01,14,0.235,0,6,0,unauthorized,0
CASE-0294,564.85,51,0,0,1,0,28,1154.05,1,0.172,0,3,3,other,0
CASE-0295,1320.12,8,0,2,1,1,5,2400.85,9,0.079,1,4,2,unauthorized,1
CASE-0296,1833.04,3,2,0,1,15,22,3894.92,4,0.37,1,4,2,item_not_received,1
CASE-0297,788.39,4,5,0,0,3,13,364.72,0,0.691,0,3,3,unauthorized,0
CASE-0298,214.16,3,0,0,0,20,8,224.5,7,0.262,0,2,4,item_not_received,0
CASE-0299,14360.86,12,2,0,1,0,5,11237.01,0,0.235,2,4,2,defective,1
CASE-0300,8452.95,17,1,0,1,12,12,15690.72,3,0.214,1,4,2,item_not_received,1
CASE-0301,60771.24,4,2,3,1,29,14,68486.31,12,0.397,0,5,1,item_not_received,1
CASE-0302,2833.75,8,0,1,0,8,19,5551.7,3,0.071,0,1,5,unauthorized,1
CASE-0303,12304.01,17,0,0,1,0,5,10076.63,2,0.155,0,2,4,other,1
CASE-0304,1708.39,17,1,2,1,14,83,2544.8,3,0.099,3,4,2,item_not_received,1
CASE-0305,22833.55,2,1,0,1,17,16,28981.99,1,0.285,0,5,1,item_not_received,1
CASE-0306,757.41,4,0,1,1,0,20,1245.06,2,0.126,3,5,1,other,1
CASE-0307,81852.52,16,1,0,1,5,22,69730.37,1,0.2,2,4,2,duplicate,1
CASE-0308,1362.29,25,0,5,1,23,14,2388.23,3,0.331,0,3,3,item_not_received,1
CASE-0309,143763.97,16,0,2,1,0,6,152135.2,0,0.25,6,4,2,unauthorized,0
CASE-0310,24074.34,3,2,0,0,10,11,16459.98,3,0.211,2,4,2,defective,0
CASE-0311,1431.02,2,1,2,1,0,34,2730.54,9,0.127,6,5,1,defective,0
CASE-0312,77292.5,12,0,2,1,0,13,131354.48,9,0.157,1,5,1,other,0
CASE-0313,8042.54,7,0,6,0,12,2,2946.69,0,0.075,0,3,3,unauthorized,0
CASE-0314,82463.0,3,2,0,1,3,26,50545.56,0,0.269,2,5,1,unauthorized,1
CASE-0315,42030.16,14,1,0,1,28,19,46014.77,4,0.255,2,5,1,unauthorized,1
CASE-0316,83049.84,18,1,0,1,0,20,31013.11,2,0.442,1,4,2,unauthorized,1
CASE-0317,18879.16,19,0,1,1,0,6,28511.05,3,0.084,0,3,3,defective,1
CASE-0318,7077.78,12,0,2,1,0,28,4022.77,12,0.134,2,6,0,item_not_received,1
CASE-0319,1435.42,2,0,0,1,0,83,1256.22,1,0.03,2,4,2,defective,1
CASE-0320,108860.75,10,0,0,1,0,12,38324.97,12,0.178,6,5,1,unauthorized,1
CASE-0321,1204.07,7,2,0,0,18,52,2108.66,2,0.318,0,1,5,item_not_received,0
CASE-0322,44378.93,2,7,0,1,18,27,40573.25,0,0.977,0,4,2,defective,0
CASE-0323,65459.11,63,0,7,0,10,16,68432.13,1,0.289,0,1,5,unauthorized,0
CASE-0324,1687.52,8,4,0,1,15,29,1565.72,14,0.74,0,5,1,duplicate,1
CASE-0325,614.47,9,0,0,0,12,21,296.37,0,0.127,0,1,5,other,0
CASE-0326,14101.4,17,9,2,1,0,8,20361.17,3,0.977,1,5,1,other,0
CASE-0327,43633.52,38,0,0,1,5,7,24939.75,0,0.108,0,4,2,item_not_received,1
CASE-0328,2160.89,4,2,0,1,0,23,1728.76,4,0.52,0,6,0,unauthorized,1
CASE-0329,15238.56,3,2,2,1,24,5,9799.63,5,0.331,0,6,0,unauthorized,1
CASE-0330,15324.84,1,0,2,0,15,17,13033.13,1,0.319,0,3,3,unauthorized,0
CASE-0331,1430.68,45,0,0,1,0,14,2008.3,11,0.17,1,4,2,unauthorized,1
CASE-0332,130350.89,1,0,0,1,0,3,139105.17,1,0.057,0,3,3,item_not_received,1
CASE-0333,6401.08,19,0,1,1,4,55,2675.41,0,0.164,0,4,2,item_not_received,1
CASE-0334,1663.3,2,0,0,1,0,17,1719.88,0,0.066,1,3,3,unauthorized,1
CASE-0335,13057.96,3,0,0,0,24,24,27343.35,4,0.12,2,2,4,item_not_received,0
CASE-0336,629.23,3,0,1,1,13,80,697.21,2,0.141,0,4,2,unauthorized,1
CASE-0337,814.47,80,1,2,1,18,76,1804.34,3,0.288,0,6,0,item_not_received,1
CASE-0338,1076.54,41,0,0,0,17,16,1281.59,5,0.084,1,4,2,defective,0
CASE-0339,17158.58,17,0,2,1,8,20,21421.59,12,0.463,0,4,2,item_not_received,0
CASE-0340,1650.89,5,1,0,0,4,6,904.41,4,0.395,0,3,3,unauthorized,0
CASE-0341,907.63,12,0,0,1,0,27,1261.83,11,0.187,1,5,1,unauthorized,1
CASE-0342,9292.13,1,2,0,1,0,24,9628.24,0,0.219,2,5,1,defective,1
CASE-0343,7335.88,10,4,2,1,0,14,5472.21,0,0.656,2,5,1,duplicate,1
CASE-0344,1373.01,78,3,3,1,0,19,553.73,4,0.634,4,3,3,item_not_received,0
CASE-0345,722.82,7,0,0,1,18,3,1141.11,2,0.212,1,6,0,item_not_received,1
CASE-0346,19074.87,19,0,0,0,4,17,33095.66,4,0.198,1,1,5,unauthorized,0
CASE-0347,18798.3,4,0,0,0,23,3,25078.89,0,0.131,0,1,5,duplicate,0
CASE-0348,1067.91,2,0,0,1,0,19,2556.67,14,0.204,0,6,0,item_not_received,1
CASE-0349,12649.5,4,6,2,1,0,10,4714.38,3,0.901,0,4,2,item_not_received,0
CASE-0350,126130.69,73,2,2,0,26,29,245399.82,12,0.237,0,4,2,duplicate,0
CASE-0351,9764.96,4,2,2,1,19,3,19122.98,2,0.145,1,6,0,item_not_received,1
CASE-0352,620.06,2,5,6,1,20,38,267.39,9,0.463,0,4,2,item_not_received,0
CASE-0353,19981.44,8,0,1,0,19,17,14553.06,9,0.131,2,2,4,unauthorized,0
CASE-0354,1466.01,55,0,0,1,0,23,1488.62,0,0.024,0,3,3,item_not_received,1
CASE-0355,17950.88,1,3,0,1,0,2,39569.11,0,0.503,2,5,1,item_not_received,1
CASE-0356,1494.72,3,9,0,1,0,4,1525.09,5,1.0,0,6,0,defective,1
CASE-0357,16760.08,28,0,0,1,0,5,22221.22,1,0.043,4,3,3,item_not_received,1
CASE-0358,902.01,9,0,0,1,0,12,1962.87,3,0.067,0,5,1,item_not_received,0
CASE-0359,14984.48,2,0,2,1,0,5,34735.11,1,0.198,0,6,0,duplicate,1
CASE-0360,2941.49,1,0,0,1,26,1,1183.57,6,0.062,4,4,2,defective,1
CASE-0361,18916.79,15,1,0,1,0,19,42237.04,3,0.181,4,5,1,unauthorized,0
CASE-0362,945.94,4,2,1,1,0,9,477.11,4,0.51,2,4,2,unauthorized,1
CASE-0363,50973.4,19,1,1,0,29,5,116154.84,0,0.234,1,3,3,item_not_received,0
CASE-0364,87432.53,4,0,0,1,1,14,206064.67,4,0.202,6,4,2,other,1
CASE-0365,6244.34,18,4,3,0,3,1,9353.84,13,0.727,1,2,4,defective,0
CASE-0366,37284.92,1,3,0,1,0,5,28911.35,3,0.615,1,5,1,defective,1
CASE-0367,10775.76,6,0,2,1,0,3,19928.27,14,0.045,0,5,1,defective,1
CASE-0368,14847.56,3,0,0,0,7,62,26149.49,1,0.292,0,1,5,item_not_received,0
CASE-0369,1290.61,16,0,6,1,10,5,2111.83,3,0.006,0,5,1,defective,1
CASE-0370,117147.25,17,3,7,1,0,64,116018.09,3,0.543,0,1,5,unauthorized,0
CASE-0371,692.68,78,0,0,0,21,7,994.76,3,0.101,0,4,2,item_not_received,0
CASE-0372,7854.93,1,0,0,0,26,10,5497.82,3,0.511,0,3,3,item_not_received,0
CASE-0373,109923.35,18,1,1,1,2,16,94361.36,0,0.339,1,5,1,unauthorized,1
CASE-0374,984.93,8,0,0,0,28,5,1554.33,0,0.454,0,3,3,unauthorized,0
CASE-0375,970.31,4,0,0,1,0,17,324.34,7,0.322,0,6,0,defective,1
CASE-0376,2882.51,8,0,0,0,6,6,5411.31,0,0.208,0,2,4,unauthorized,0
CASE-0377,442.47,2,0,6,1,0,4,307.47,2,0.051,0,5,1,item_not_received,1
CASE-0378,488.78,3,0,2,1,0,1,845.94,0,0.179,0,4,2,item_not_received,1
CASE-0379,1252.47,59,8,1,1,0,5,1174.32,0,0.806,0,5,1,other,1
CASE-0380,116506.71,1,0,0,1,20,2,167185.97,7,0.219,0,4,2,item_not_received,1
CASE-0381,1250.46,15,1,0,1,0,1,590.13,4,0.232,0,4,2,unauthorized,1
CASE-0382,14672.58,19,0,0,1,26,6,10111.64,4,0.137,0,6,0,item_not_received,1
CASE-0383,14534.85,71,0,7,0,21,32,6698.57,5,0.15,0,4,2,unauthorized,0
CASE-0384,305.67,1,4,1,0,27,28,281.17,4,0.657,0,4,2,defective,1
CASE-0385,501.75,3,0,0,1,0,36,750.66,1,0.139,6,5,1,item_not_received,1
CASE-0386,1875.24,3,3,0,0,12,1,3605.02,3,0.418,2,3,3,item_not_received,0
CASE-0387,41247.98,2,1,0,0,19,3,29023.12,1,0.265,4,2,4,item_not_received,1
CASE-0388,6670.56,10,3,0,1,10,11,10978.86,4,0.607,0,6,0,unauthorized,1
CASE-0389,1404.52,45,0,7,1,16,1,1677.79,1,0.16,0,6,0,item_not_received,1
CASE-0390,18072.59,68,2,0,0,9,12,41361.9,4,0.252,0,0,6,item_not_received,0
CASE-0391,4725.69,2,0,0,1,18,1,9509.31,3,0.05,0,5,1,unauthorized,1
CASE-0392,373.73,17,3,2,0,22,23,287.27,4,0.627,0,4,2,item_not_received,0
CASE-0393,116543.87,4,0,2,1,0,88,238377.34,6,0.382,0,6,0,item_not_received,1
CASE-0394,16470.0,2,5,0,1,0,25,21309.67,6,0.361,0,6,0,defective,1
CASE-0395,58319.03,30,0,0,1,0,20,92397.04,0,0.09,0,5,1,item_not_received,1
CASE-0396,1909.18,18,0,0,0,27,76,2258.45,2,0.172,0,3,3,unauthorized,0
CASE-0397,46127.07,10,1,0,1,0,26,24589.02,1,0.264,0,4,2,defective,1
CASE-0398,1971.62,4,5,0,0,3,4,888.08,3,0.513,2,1,5,item_not_received,0
CASE-0399,6963.37,61,2,0,1,16,27,9243.09,8,0.205,0,4,2,item_not_received,1
CASE-0400,30614.91,5,3,0,1,29,14,20262.56,7,0.63,2,6,0,item_not_received,1
CASE-0401,1024.59,2,5,1,1,1,29,2070.22,3,0.33,0,5,1,item_not_received,1
CASE-0402,7858.54,3,2,0,1,0,14,6563.31,5,0.238,0,5,1,unauthorized,1
CASE-0403,13039.18,8,4,2,1,13,21,25655.77,8,0.566,0,4,2,defective,1
CASE-0404,57364.41,17,0,0,1,0,22,64823.33,3,0.221,0,4,2,unauthorized,0
CASE-0405,6250.31,55,3,1,1,0,10,12484.19,3,0.301,3,5,1,item_not_received,1
CASE-0406,59529.32,6,1,0,1,0,16,121178.29,4,0.334,0,5,1,defective,1
CASE-0407,534.07,60,1,0,1,0,3,1229.54,4,0.249,0,6,0,defective,0
CASE-0408,139473.71,11,1,0,1,0,14,197982.62,14,0.15,0,4,2,duplicate,1
CASE-0409,19925.64,3,1,0,1,0,56,20314.16,10,0.345,2,3,3,duplicate,1
CASE-0410,609.07,1,0,7,1,2,78,578.34,2,0.12,6,2,4,unauthorized,0
CASE-0411,201.24,8,0,1,1,0,32,446.57,14,0.115,2,5,1,unauthorized,1
CASE-0412,11389.33,16,0,1,0,17,14,17245.73,4,0.042,0,2,4,item_not_received,1
CASE-0413,46757.08,13,7,1,0,13,8,72336.18,4,0.85,0,4,2,item_not_received,0
CASE-0414,255.87,4,6,1,1,29,12,622.17,2,0.471,1,5,1,item_not_received,0
CASE-0415,144482.16,13,2,0,0,10,7,295226.06,10,0.463,0,1,5,other,0
CASE-0416,1725.87,13,3,2,1,0,13,3621.13,0,0.228,0,2,4,item_not_received,1
CASE-0417,7649.69,70,6,2,0,3,8,11046.95,1,0.597,0,2,4,unauthorized,0
CASE-0418,1857.73,9,2,0,1,0,25,3050.2,1,0.211,3,5,1,item_not_received,1
CASE-0419,17204.3,93,9,1,1,0,21,11979.42,2,0.934,0,4,2,duplicate,1
CASE-0420,1923.11,10,5,0,1,0,42,931.84,2,0.868,0,5,1,unauthorized,1
CASE-0421,75795.59,19,0,0,1,0,48,166560.17,7,0.142,5,5,1,item_not_received,1
CASE-0422,1879.37,1,0,2,0,2,28,3489.34,0,0.145,2,2,4,unauthorized,0
CASE-0423,115981.01,18,1,0,1,10,89,223892.38,0,0.302,0,5,1,item_not_received,1
CASE-0424,14568.72,8,0,0,0,18,12,29817.18,0,0.045,0,2,4,unauthorized,0
CASE-0425,1884.87,5,2,0,0,1,5,2642.35,0,0.211,2,3,3,duplicate,0
CASE-0426,107286.62,11,9,1,1,0,1,53162.33,3,0.988,5,5,1,duplicate,1
CASE-0427,121219.98,8,0,0,1,0,3,149215.89,2,0.308,0,4,2,other,0
CASE-0428,6338.87,7,0,2,1,0,22,12095.41,4,0.06,0,5,1,defective,0
CASE-0429,6131.36,4,0,2,1,0,4,10079.19,13,0.188,0,5,1,item_not_received,1
CASE-0430,1496.39,2,9,0,1,0,6,3719.51,1,1.0,0,5,1,unauthorized,0
CASE-0431,359.07,70,8,0,0,25,26,796.78,0,1.0,1,3,3,unauthorized,0
CASE-0432,14415.83,18,1,0,1,22,12,9516.07,3,0.098,2,3,3,unauthorized,1
CASE-0433,1036.85,7,9,0,0,17,8,1531.97,0,1.0,0,3,3,defective,0
CASE-0434,1320.08,57,3,1,0,22,26,1799.42,9,0.149,0,4,2,defective,1
CASE-0435,15654.93,1,0,0,0,24,8,35476.86,4,0.265,0,4,2,unauthorized,0
CASE-0436,4477.93,84,1,0,1,0,14,2839.97,0,0.233,5,5,1,duplicate,1
CASE-0437,3919.1,41,7,0,0,10,6,2133.22,4,0.812,0,3,3,defective,0
CASE-0438,6473.07,17,0,1,1,15,3,4781.92,0,0.188,0,5,1,unauthorized,1
CASE-0439,1565.17,4,8,0,1,0,19,2981.99,4,1.0,2,5,1,item_not_received,1
CASE-0440,1750.56,21,0,1,0,10,20,3825.76,0,0.116,6,3,3,unauthorized,0
CASE-0441,131158.9,19,3,0,1,0,3,101265.23,0,0.205,2,4,2,item_not_received,1
CASE-0442,131615.41,84,0,4,1,0,42,274653.56,3,0.137,0,6,0,unauthorized,0
CASE-0443,15849.07,11,3,5,0,27,4,26817.16,1,0.429,0,3,3,duplicate,0
CASE-0444,953.19,16,0,0,0,5,8,1463.99,0,0.104,0,2,4,item_not_received,0
CASE-0445,7747.38,2,3,0,1,0,21,9153.87,1,0.258,0,3,3,item_not_received,1
CASE-0446,517.23,19,8,0,1,0,15,402.78,3,0.761,0,5,1,defective,0
CASE-0447,1102.03,1,2,0,1,0,27,2106.99,3,0.531,1,4,2,item_not_received,1
CASE-0448,535.17,8,0,0,1,0,9,239.42,2,0.158,2,4,2,item_not_received,1
CASE-0449,86548.48,4,0,0,1,20,12,101892.1,1,0.163,0,5,1,unauthorized,0
CASE-0450,6956.78,8,3,0,1,0,8,5288.59,1,0.541,0,4,2,item_not_received,1
CASE-0451,17130.05,21,3,0,0,8,8,32984.19,7,0.331,1,4,2,duplicate,0
CASE-0452,140440.53,41,0,0,1,0,5,152935.73,8,0.025,0,6,0,duplicate,1
CASE-0453,122637.91,73,0,0,1,28,48,225727.0,7,0.457,0,5,1,defective,1
CASE-0454,27041.68,2,0,0,1,6,19,55746.34,3,0.46,1,3,3,item_not_received,1
CASE-0455,1492.35,67,6,2,0,16,11,728.96,11,1.0,1,3,3,item_not_received,0
CASE-0456,32430.78,16,1,0,1,0,62,25087.42,2,0.068,1,3,3,defective,0
CASE-0457,16778.16,3,0,0,1,22,8,7858.19,3,0.095,0,6,0,defective,1
CASE-0458,7008.74,19,0,0,1,0,4,11519.41,7,0.259,0,6,0,defective,1
CASE-0459,15582.62,6,0,0,1,4,24,25397.47,3,0.193,0,3,3,defective,1
CASE-0460,63306.32,5,0,0,0,24,23,22936.23,0,0.256,0,1,5,item_not_received,0
CASE-0461,7454.51,19,0,3,1,0,23,3875.98,3,0.068,6,4,2,item_not_received,0
CASE-0462,1637.57,5,3,0,1,0,22,675.49,3,0.459,2,5,1,item_not_received,1
CASE-0463,19255.82,17,0,0,1,0,2,26553.48,12,0.318,4,5,1,item_not_received,1
CASE-0464,124948.08,4,2,0,0,29,17,152615.99,3,0.324,0,2,4,unauthorized,0
CASE-0465,17790.81,12,5,0,1,9,3,36859.23,10,0.797,0,5,1,duplicate,1
CASE-0466,106425.5,72,3,0,1,0,25,250039.17,9,0.759,1,6,0,duplicate,0
CASE-0467,201.17,54,0,6,1,11,39,61.17,0,0.362,0,4,2,item_not_received,0
CASE-0468,474.8,3,0,1,1,0,2,586.9,1,0.065,0,6,0,duplicate,1
CASE-0469,1327.78,4,0,0,0,7,20,1007.4,0,0.027,2,4,2,unauthorized,0
CASE-0470,8345.68,7,0,2,0,22,74,14338.52,14,0.105,1,5,1,item_not_received,0
CASE-0471,6874.77,39,1,4,0,13,85,13254.03,4,0.319,5,5,1,item_not_received,0
CASE-0472,333.4,18,8,0,1,0,1,815.04,0,0.795,1,6,0,unauthorized,0
CASE-0473,1155.08,4,9,0,0,13,26,2361.69,4,1.0,0,3,3,unauthorized,0
CASE-0474,1494.53,3,0,0,0,14,35,3604.15,0,0.009,1,3,3,item_not_received,0
CASE-0475,18803.7,3,0,2,0,13,2,46556.15,1,0.065,0,1,5,unauthorized,0
CASE-0476,5750.93,14,2,0,1,7,82,13042.08,10,0.215,0,3,3,duplicate,1
CASE-0477,70565.7,18,0,0,1,0,4,159057.48,0,0.3,2,5,1,other,1
CASE-0478,16540.62,15,3,0,1,0,13,20456.86,13,0.508,0,4,2,duplicate,0
CASE-0479,19952.1,2,3,1,1,0,1,10181.89,3,0.29,1,6,0,unauthorized,0
CASE-0480,8665.45,42,0,0,1,16,48,11404.88,0,0.116,0,5,1,duplicate,1
CASE-0481,1747.59,8,2,0,0,27,8,2764.59,2,0.358,0,2,4,item_not_received,0
CASE-0482,1062.79,11,0,0,1,0,9,850.32,9,0.227,0,5,1,item_not_received,1
CASE-0483,15120.92,17,8,0,1,25,10,29828.44,11,1.0,3,4,2,unauthorized,1
CASE-0484,100576.67,12,2,0,1,19,3,216357.2,0,0.532,0,5,1,item_not_received,1
CASE-0485,41064.76,19,0,0,1,0,85,38736.3,4,0.081,0,6,0,duplicate,1
CASE-0486,355.04,14,0,5,1,0,1,604.76,4,0.141,0,3,3,item_not_received,1
CASE-0487,1109.64,18,0,2,0,19,2,607.56,0,0.261,0,1,5,item_not_received,0
CASE-0488,13945.11,3,0,0,1,0,54,28993.66,2,0.153,0,2,4,defective,1
CASE-0489,5745.28,1,3,2,1,0,61,13236.98,3,0.628,0,4,2,item_not_received,0
CASE-0490,485.33,3,2,0,1,0,28,600.59,2,0.419,0,6,0,item_not_received,1
CASE-0491,1655.86,2,3,0,0,14,49,3473.48,4,0.479,6,3,3,defective,0
CASE-0492,136263.85,1,9,1,1,0,65,84016.44,8,0.891,1,6,0,item_not_received,0
CASE-0493,12625.21,13,0,0,1,26,27,5145.8,3,0.039,0,3,3,duplicate,1
CASE-0494,2247.26,2,6,0,1,0,16,2665.86,4,0.771,0,6,0,defective,0
CASE-0495,1647.67,18,0,6,1,0,16,700.78,0,0.186,0,4,2,unauthorized,1
CASE-0496,123171.58,1,2,0,1,0,29,232790.39,1,0.408,0,2,4,item_not_received,1
CASE-0497,461.18,10,2,2,1,17,62,1091.8,9,0.289,4,5,1,duplicate,1
CASE-0498,1794.37,4,1,1,1,19,29,4114.4,14,0.41,0,6,0,unauthorized,0
CASE-0499,5619.88,33,0,0,1,0,5,13716.34,11,0.347,0,5,1,item_not_received,1
CASE-0500,283.93,2,3,1,1,0,71,144.39,4,0.348,0,4,2,item_not_received,0
CASE-0501,726.37,2,0,0,1,12,25,795.48,11,0.08,1,5,1,item_not_received,0
CASE-0502,131832.1,19,0,0,1,18,1,278601.39,0,0.222,5,4,2,item_not_received,1
CASE-0503,680.51,99,1,1,0,1,1,385.35,0,0.129,4,2,4,other,0
CASE-0504,4694.82,3,0,2,0,27,24,10070.45,4,0.095,0,4,2,unauthorized,0
CASE-0505,324.39,3,3,2,1,23,11,684.25,3,0.313,0,2,4,unauthorized,1
CASE-0506,1480.71,8,2,0,1,0,15,3271.41,0,0.303,2,5,1,defective,1
CASE-0507,10465.33,15,0,0,1,2,30,7144.81,4,0.019,0,6,0,item_not_received,1
CASE-0508,61230.14,17,0,0,0,27,23,148741.2,1,0.033,0,4,2,item_not_received,0
CASE-0509,1325.63,18,0,0,1,0,13,779.95,14,0.186,0,5,1,item_not_received,1
CASE-0510,10939.56,17,0,0,0,9,5,21112.07,2,0.19,0,1,5,other,0
CASE-0511,62296.24,97,0,0,1,19,8,105848.47,0,0.148,0,5,1,item_not_received,1
CASE-0512,111300.62,2,2,0,1,20,46,213448.55,3,0.12,0,4,2,unauthorized,1
CASE-0513,15384.38,3,2,0,1,0,28,29507.19,12,0.4,0,5,1,item_not_received,1
CASE-0514,16726.5,3,0,2,1,0,25,36924.9,9,0.099,0,5,1,item_not_received,1
CASE-0515,827.01,1,0,0,1,0,82,252.8,0,0.189,0,5,1,unauthorized,0
CASE-0516,219.36,1,6,0,1,0,19,119.08,10,0.79,0,5,1,item_not_received,1
CASE-0517,1164.75,2,0,0,0,2,22,1406.77,13,0.124,4,1,5,defective,0
CASE-0518,11222.17,4,0,0,0,24,4,4785.25,0,0.301,0,3,3,unauthorized,0
CASE-0519,11158.22,11,0,1,1,0,31,17090.41,9,0.226,6,4,2,item_not_received,1
CASE-0520,11195.4,4,2,1,1,0,1,27044.77,3,0.278,6,5,1,item_not_received,1
CASE-0521,15282.91,96,0,0,0,23,12,21673.58,1,0.152,0,2,4,other,0
CASE-0522,54601.07,2,0,0,0,12,1,98696.03,10,0.05,0,2,4,defective,0
CASE-0523,17008.24,8,0,2,1,12,12,20090.95,0,0.178,0,4,2,unauthorized,1
CASE-0524,11512.75,1,0,1,1,7,6,17123.73,4,0.166,6,5,1,item_not_received,1
CASE-0525,2050.24,63,0,5,1,0,86,1288.21,1,0.259,0,1,5,defective,0
CASE-0526,1103.38,25,8,0,0,12,21,1318.98,5,1.0,1,3,3,unauthorized,0
CASE-0527,15552.92,2,8,2,1,11,16,30552.14,4,1.0,2,3,3,other,0
CASE-0528,1365.62,3,3,0,1,8,20,820.44,8,0.64,0,4,2,item_not_received,1
CASE-0529,1175.61,74,1,0,1,0,58,1452.35,1,0.255,0,5,1,item_not_received,0
CASE-0530,234.83,55,3,2,1,18,12,548.94,2,0.467,0,2,4,unauthorized,1
CASE-0531,68250.5,14,0,0,0,6,16,44086.99,0,0.131,1,5,1,other,0
CASE-0532,11153.94,4,5,0,1,0,1,10788.51,4,0.68,2,3,3,item_not_received,1
CASE-0533,113917.65,10,8,0,1,29,18,218570.88,12,0.926,2,5,1,duplicate,1
CASE-0534,1695.14,10,0,0,0,25,4,558.01,14,0.203,0,3,3,item_not_received,1
CASE-0535,1816.32,4,0,1,0,14,20,3107.37,0,0.363,2,3,3,defective,0
CASE-0536,11531.19,15,0,0,1,0,5,28587.28,1,0.339,0,4,2,item_not_received,1
CASE-0537,1073.38,2,3,1,1,0,21,2068.13,1,0.367,0,4,2,item_not_received,1
CASE-0538,13793.41,3,0,0,1,0,71,18916.61,1,0.067,2,5,1,item_not_received,1
CASE-0539,4152.56,4,5,0,1,15,12,1438.41,4,0.459,0,3,3,defective,0
CASE-0540,17056.48,10,0,0,1,29,3,28495.97,3,0.107,1,5,1,defective,0
CASE-0541,11172.52,64,0,0,1,27,11,23683.8,1,0.306,0,3,3,duplicate,1
CASE-0542,1039.17,26,0,1,1,13,24,1956.89,1,0.04,1,4,2,item_not_received,1
CASE-0543,1354.29,1,3,0,1,22,59,1090.24,10,0.529,0,6,0,other,0
CASE-0544,352.28,44,0,2,0,29,8,202.87,4,0.179,2,3,3,duplicate,0
CASE-0545,54864.13,12,3,0,1,0,20,43579.92,0,0.56,0,6,0,item_not_received,1
CASE-0546,857.21,4,2,3,1,29,16,871.11,4,0.311,0,5,1,unauthorized,1
CASE-0547,123488.74,66,0,0,1,0,2,88389.34,5,0.082,0,6,0,unauthorized,1
CASE-0548,11922.93,5,0,0,0,25,29,4028.54,10,0.046,0,3,3,item_not_received,0
CASE-0549,1452.16,3,2,0,1,0,65,2036.53,0,0.363,0,5,1,defective,0
CASE-0550,208.7,2,8,7,1,0,14,217.33,13,0.89,0,6,0,item_not_received,0
CASE-0551,1766.53,13,0,0,1,0,4,1139.33,0,0.04,5,5,1,item_not_received,1
CASE-0552,958.22,16,2,0,1,26,10,1973.68,1,0.402,0,3,3,defective,0
CASE-0553,11511.54,4,6,3,1,0,28,21252.11,3,0.813,0,5,1,other,1
CASE-0554,11723.73,5,0,0,1,0,28,7645.0,11,0.074,0,5,1,defective,1
CASE-0555,5928.56,82,2,0,1,0,56,2852.51,0,0.429,0,4,2,duplicate,0
CASE-0556,4159.95,10,3,1,1,23,7,5138.83,3,0.61,0,6,0,other,0
CASE-0557,548.4,7,0,1,1,0,5,823.67,3,0.211,2,2,4,defective,1
CASE-0558,3675.41,2,3,0,1,7,15,7847.29,0,0.185,1,5,1,duplicate,1
CASE-0559,7158.6,9,0,1,1,0,20,7482.23,4,0.172,0,3,3,defective,1
CASE-0560,3311.41,2,0,0,1,0,29,1398.38,0,0.137,0,6,0,unauthorized,1
CASE-0561,851.64,2,0,0,0,9,76,514.35,1,0.249,0,1,5,defective,0
CASE-0562,1781.71,6,0,6,0,23,5,2489.82,10,0.257,0,2,4,duplicate,0
CASE-0563,6019.22,50,5,2,1,23,82,14256.75,0,0.591,0,3,3,defective,0
CASE-0564,138237.36,75,0,0,1,0,20,268956.1,1,0.13,1,2,4,item_not_received,1
CASE-0565,14879.74,5,0,0,1,16,19,25716.67,0,0.071,0,6,0,item_not_received,1
CASE-0566,1027.21,17,0,1,1,0,1,902.67,1,0.131,6,5,1,item_not_received,1
CASE-0567,11100.66,9,0,0,0,28,42,21111.34,1,0.123,2,2,4,defective,0
CASE-0568,6113.53,35,0,2,1,21,6,3080.17,0,0.172,1,4,2,defective,1
CASE-0569,2720.46,3,0,0,1,13,31,3360.37,11,0.142,0,5,1,defective,1
CASE-0570,132605.97,93,0,2,1,7,9,50471.47,13,0.077,0,4,2,item_not_received,1
CASE-0571,93998.77,10,0,0,1,0,5,228088.07,1,0.16,2,4,2,defective,0
CASE-0572,38162.27,4,8,0,0,14,63,17557.9,11,0.823,2,4,2,item_not_received,0
CASE-0573,19382.27,17,1,2,1,5,73,42293.94,2,0.187,0,5,1,item_not_received,1
CASE-0574,21859.73,2,0,0,1,14,31,53969.07,13,0.466,0,6,0,item_not_received,1
CASE-0575,1008.32,12,0,0,1,0,29,453.35,12,0.114,0,5,1,item_not_received,1
CASE-0576,2035.8,4,2,0,1,9,72,2273.18,4,0.225,2,5,1,item_not_received,1
CASE-0577,8238.27,18,0,0,0,28,7,18809.01,1,0.082,0,6,0,duplicate,0
CASE-0578,85316.59,10,0,0,1,16,25,159512.98,1,0.101,0,3,3,item_not_received,1
CASE-0579,1230.26,2,7,0,1,18,14,2536.9,0,0.602,1,5,1,item_not_received,1
CASE-0580,94013.05,53,0,0,1,0,4,61599.21,3,0.066,0,4,2,item_not_received,1
